y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
1.0,0.892,0.451,0.71,0.614,0.375,0.459,0.126,0.726,0.923,0.753,0.216,0.118,0.533,0.349,0.555,0.416,0.498,0.738,0.996,0.495,0.14,0.548,0.614,0.451,0.202,0.729,0.52,0.317,0.318,0.473,0.659,0.041,0.52,0.447,0.29,0.053,0.457,0.836,0.708,0.207
0.0,0.811,0.322,0.393,0.589,0.83,0.668,0.327,0.15,0.962,0.02,0.014,0.024,0.991,0.148,0.45,0.014,0.15,0.831,0.084,0.684,0.846,0.655,0.786,0.1,0.103,0.396,0.919,0.453,0.938,0.246,0.033,0.902,0.933,0.396,0.317,0.143,0.425,0.682,0.323,0.094
1.0,0.221,0.543,0.342,0.3,0.45,0.988,0.501,0.254,0.564,0.98,0.033,0.912,0.477,0.591,0.647,0.022,0.065,0.756,0.807,0.269,0.238,0.741,0.879,0.27,0.64,0.917,0.705,0.022,0.21,0.52,0.028,0.779,0.156,0.252,0.752,0.482,0.82,0.395,0.231,0.069
1.0,0.08,0.825,0.224,0.962,0.695,0.451,0.604,0.413,0.182,0.904,0.627,0.467,0.604,0.485,0.9,0.358,0.031,0.108,0.951,0.446,0.029,0.27,0.567,0.275,0.265,0.965,0.424,0.306,0.834,0.988,0.934,0.53,0.788,0.771,0.129,0.18,0.917,0.01,0.29,0.611
0.0,0.062,0.061,0.591,0.611,0.667,0.013,0.444,0.143,0.423,0.166,0.113,0.182,0.53,0.839,0.457,0.248,0.836,0.194,0.5,0.322,0.396,0.746,0.988,0.982,0.793,0.1,0.307,0.127,0.223,0.831,0.493,0.898,0.733,0.995,0.945,0.649,0.857,0.026,0.358,0.827
1.0,0.743,0.602,0.77,0.899,0.091,0.347,0.692,0.316,0.268,0.533,0.094,0.309,0.652,0.344,0.053,0.459,0.403,0.066,0.477,0.679,0.825,0.851,0.322,0.789,0.364,0.136,0.534,0.156,0.673,0.575,0.113,0.65,0.651,0.521,0.226,0.637,0.733,0.111,0.619,0.563
1.0,0.2,0.031,0.858,0.344,0.825,0.055,0.79,0.168,0.34,0.927,0.559,0.43,0.446,0.401,0.008,0.814,0.718,0.697,0.854,0.164,0.965,0.767,0.106,0.86,0.761,0.372,0.272,0.79,0.096,0.325,0.349,0.211,0.924,0.626,0.186,0.98,0.828,0.561,0.183,0.72
1.0,0.107,0.542,0.344,0.85,0.61,0.98,0.233,0.964,0.424,0.592,0.818,0.818,0.017,0.654,0.164,0.051,0.629,0.454,0.448,0.693,0.889,0.621,0.3,0.649,0.217,0.5,0.202,0.674,0.322,0.452,0.301,0.983,0.788,0.541,0.128,0.296,0.2,0.781,0.867,0.183
0.0,0.931,0.986,0.119,0.693,0.934,0.541,0.76,0.797,0.451,0.815,0.27,0.164,0.554,0.287,0.824,0.672,0.894,0.982,0.77,0.788,0.529,0.494,0.297,0.399,0.428,0.306,0.488,0.09,0.477,0.012,0.694,0.23,0.728,0.999,0.229,0.142,0.82,0.693,0.403,0.908
1.0,0.249,0.746,0.259,0.408,0.622,0.809,0.867,0.492,0.744,0.967,0.624,0.386,0.716,0.617,0.661,0.046,0.385,0.707,0.329,0.689,0.836,0.461,0.472,0.246,0.967,0.171,0.793,0.935,0.582,0.103,0.285,0.658,0.457,0.937,0.669,0.679,0.815,0.063,0.378,0.351
0.0,0.285,0.912,0.065,0.763,0.774,0.044,0.413,0.182,0.38,0.772,0.287,0.831,0.312,0.181,0.303,0.108,0.186,0.069,0.666,0.553,0.117,0.81,0.143,0.541,0.251,0.384,0.025,0.824,0.501,0.914,0.807,0.054,0.924,0.272,0.957,0.536,0.103,0.043,0.049,0.556
0.0,0.383,0.614,0.077,0.225,0.506,0.476,0.978,0.218,0.702,0.564,0.058,0.977,0.695,0.104,0.204,0.587,0.754,0.079,0.936,0.465,0.947,0.235,0.279,0.615,0.897,0.118,0.818,0.119,0.847,0.611,0.149,0.343,0.594,0.021,0.307,0.629,0.457,0.868,0.533,0.899
1.0,0.277,0.835,0.037,0.9,0.038,0.428,0.239,0.403,0.22,0.017,0.303,0.16,0.174,0.477,0.735,0.043,0.33,0.442,0.727,0.521,0.218,0.606,0.269,0.739,0.796,0.823,0.624,0.163,0.799,0.026,0.578,0.314,0.508,0.945,0.563,0.379,0.72,0.717,0.091,0.129
0.0,0.344,0.26,0.014,0.145,0.989,0.64,0.724,0.765,0.479,0.613,0.491,0.998,0.975,0.063,0.371,0.965,0.967,0.401,0.058,0.28,0.921,0.564,0.12,0.093,0.522,0.853,0.549,0.882,0.611,0.477,0.226,0.822,0.222,0.864,0.72,0.685,0.327,0.669,0.998,0.824
0.0,0.283,0.777,0.427,0.515,0.864,0.961,0.756,0.441,0.061,0.952,0.119,0.608,0.354,0.165,0.644,0.761,0.881,0.485,0.316,0.881,0.769,0.751,0.994,0.922,0.614,0.243,0.789,0.765,0.709,0.968,0.797,0.349,0.448,0.022,0.713,0.787,0.011,0.792,0.052,0.312
0.0,0.855,0.813,0.393,0.555,0.313,0.606,0.382,0.321,0.062,0.71,0.505,0.783,0.134,0.7,0.534,0.639,0.418,0.473,0.165,0.245,0.573,0.783,0.343,0.238,0.284,0.372,0.095,0.334,0.883,0.165,0.435,0.261,0.226,0.271,0.911,0.2,0.652,0.945,0.969,0.984
0.0,0.483,0.281,0.245,0.703,0.86,0.085,0.38,0.152,0.48,0.486,0.644,0.586,0.493,0.326,0.76,0.383,0.922,0.525,0.474,0.684,0.433,0.344,0.236,0.643,0.558,0.346,0.026,0.764,0.248,0.446,0.579,0.222,0.839,0.87,0.69,0.665,0.988,0.283,0.96,0.208
1.0,0.708,0.492,0.325,0.741,0.116,0.799,0.185,0.093,0.881,0.282,0.679,0.434,0.078,0.492,0.486,0.379,0.174,0.338,0.728,0.785,0.639,0.89,0.366,0.513,0.698,0.091,0.586,0.852,0.363,0.57,0.824,0.947,0.34,0.113,0.651,0.976,0.732,0.039,0.99,0.441
0.0,0.647,0.876,0.105,0.924,0.479,0.563,0.132,0.593,0.906,0.036,0.574,0.556,0.915,0.465,0.103,0.847,0.53,0.987,0.3,0.108,0.951,0.048,0.886,0.663,0.336,0.82,0.54,0.182,0.433,0.833,0.219,0.471,0.604,0.122,0.451,0.512,0.016,0.404,0.811,0.919
1.0,0.22,0.852,0.59,0.287,0.583,0.799,0.5,0.874,0.492,0.084,0.342,0.417,0.429,0.898,0.111,0.127,0.512,0.621,0.164,0.578,0.19,0.172,0.774,0.351,0.56,0.068,0.39,0.924,0.777,0.242,0.516,0.116,0.645,0.137,0.455,0.623,0.265,0.542,0.927,0.632
0.0,0.981,0.75,0.82,0.283,0.472,0.381,0.488,0.854,0.947,0.936,0.837,0.933,0.927,0.602,0.607,0.031,0.842,0.481,0.321,0.293,0.229,0.583,0.543,0.212,0.73,0.493,0.777,0.776,0.467,0.677,0.462,0.962,0.859,0.043,0.969,0.177,0.618,0.905,0.247,0.217
1.0,0.361,0.345,0.854,0.212,0.688,0.479,0.906,0.02,0.94,0.708,0.098,0.159,0.423,0.522,0.094,0.713,0.069,0.286,0.183,0.002,0.362,0.982,0.008,0.954,0.662,0.351,0.799,0.101,0.401,0.864,0.135,0.566,0.209,0.987,0.208,0.743,0.441,0.519,0.682,0.23
1.0,0.255,0.787,0.222,0.101,0.701,0.521,0.52,0.403,0.563,0.353,0.387,0.59,0.606,0.52,0.22,0.155,0.028,0.958,0.827,0.939,0.904,0.344,0.76,0.166,0.732,0.348,0.588,0.163,0.477,0.26,0.787,0.849,0.176,0.175,0.476,0.308,0.181,0.814,0.365,0.587
0.0,0.251,0.09,0.666,0.461,0.664,0.723,0.309,0.477,0.574,0.143,0.768,0.966,0.85,0.969,0.5,0.875,0.009,0.32,0.6,0.557,0.308,0.245,0.616,0.638,0.372,0.083,0.632,0.383,0.311,0.939,0.239,0.545,0.19,0.822,0.886,0.574,0.578,0.232,0.902,0.555
1.0,0.438,0.392,0.598,0.294,0.111,0.903,0.065,0.035,0.344,0.463,0.184,0.022,0.575,0.431,0.79,0.882,0.664,0.597,0.724,0.368,0.066,0.919,0.522,0.308,0.749,0.212,0.423,0.628,0.459,0.91,0.362,0.874,0.503,0.064,0.596,0.275,0.152,0.51,0.943,0.887
0.0,0.643,0.644,0.39,0.942,0.76,0.422,0.864,0.338,0.227,0.342,0.403,0.811,0.357,0.949,0.92,0.928,0.386,0.039,0.535,0.112,0.198,0.725,0.542,0.819,0.731,0.481,0.715,0.008,0.335,0.083,0.257,0.35,0.678,0.717,0.705,0.411,0.034,0.242,0.521,0.298
0.0,0.504,0.846,0.875,0.188,0.554,0.259,0.778,0.303,0.202,0.251,0.431,0.335,0.644,0.489,0.409,0.532,0.026,0.97,0.674,0.105,0.11,0.093,0.85,0.429,0.299,0.53,0.05,0.712,0.161,0.208,0.064,0.7,0.202,0.332,0.585,0.99,0.121,0.873,0.552,0.355
0.0,0.282,0.608,0.551,0.573,0.661,0.173,0.208,0.683,0.479,0.278,0.378,0.813,0.926,0.097,0.838,0.673,0.383,0.007,0.562,0.292,0.119,0.351,0.901,0.371,0.514,0.962,0.865,0.714,0.299,0.004,0.755,0.046,0.676,0.477,0.997,0.902,0.868,0.896,0.562,0.814
1.0,0.55,0.68,0.69,0.525,0.583,0.145,0.226,0.656,0.287,0.986,0.008,0.175,0.765,0.373,0.291,0.627,0.843,0.451,0.356,0.615,0.141,0.827,0.109,0.743,0.369,0.702,0.297,0.996,0.752,0.051,0.445,0.203,0.662,0.79,0.921,0.713,0.453,0.797,0.081,0.72
0.0,0.931,0.94,0.17,0.104,0.07,0.377,0.055,0.41,0.29,0.4,0.929,0.941,0.042,0.926,0.466,0.618,0.911,0.545,0.27,0.809,0.574,0.976,0.056,0.86,0.022,0.07,0.594,0.544,0.967,0.436,0.803,0.927,0.009,0.319,0.305,0.524,0.428,0.857,0.917,0.506
1.0,0.533,0.184,0.501,0.695,0.363,0.179,0.429,0.846,0.705,0.65,0.282,0.488,0.724,0.827,0.135,0.074,0.369,0.951,0.765,0.415,0.43,0.212,0.077,0.102,0.297,0.229,0.352,0.095,0.12,0.93,0.547,0.59,0.828,0.294,0.509,0.695,0.107,0.09,0.102,0.05
0.0,0.461,0.171,0.659,0.494,0.852,0.502,0.159,0.869,0.191,0.395,0.0,0.488,0.01,0.324,0.665,0.396,0.179,0.612,0.874,0.815,0.582,0.837,0.356,0.729,0.174,0.715,0.652,0.465,0.599,0.604,0.246,0.193,0.461,0.393,0.545,0.576,0.175,0.202,0.691,0.37
0.0,0.741,0.314,0.555,0.525,0.375,0.042,0.789,0.72,0.07,0.255,0.925,0.816,0.676,0.679,0.55,0.035,0.25,0.628,0.256,0.487,0.644,0.98,0.409,0.209,0.345,0.003,0.189,0.248,0.097,0.277,0.15,0.857,0.552,0.207,0.03,0.506,0.291,0.727,0.724,0.103
1.0,0.061,0.852,0.434,0.384,0.138,0.191,0.761,0.959,0.472,0.963,0.763,0.101,0.347,0.316,0.205,0.056,0.049,0.454,0.422,0.852,0.203,0.328,0.315,0.766,0.672,0.97,0.819,0.989,0.301,0.559,0.687,0.429,0.967,0.27,0.524,0.233,0.431,0.304,0.726,0.808
1.0,0.846,0.754,0.501,0.781,0.104,0.945,0.469,0.058,0.449,0.624,0.412,0.368,0.295,0.968,0.424,0.635,0.523,0.963,0.646,0.913,0.523,0.486,0.276,0.042,0.455,0.505,0.348,0.678,0.979,0.312,0.851,0.416,0.45,0.915,0.5,0.543,0.048,0.076,0.4,0.129
0.0,0.016,0.19,0.118,0.043,0.909,0.572,0.429,0.455,0.699,0.312,0.267,0.978,0.952,0.39,0.796,0.483,0.244,0.129,0.586,0.765,0.292,0.02,0.598,0.599,0.452,0.144,0.166,0.893,0.48,0.367,0.056,0.781,0.076,0.366,0.668,0.3,0.932,0.296,0.687,0.809
1.0,0.265,0.153,0.982,0.223,0.467,0.671,0.447,0.362,0.906,0.313,0.007,0.683,0.026,0.017,0.071,0.581,0.555,0.58,0.008,0.297,0.182,0.539,0.716,0.15,0.889,0.568,0.746,0.91,0.278,0.648,0.249,0.866,0.524,0.397,0.733,0.407,0.317,0.612,0.015,0.283
0.0,0.905,0.668,0.296,0.243,0.558,0.643,0.078,0.199,0.583,0.889,0.67,0.683,0.306,0.069,0.316,0.227,0.549,0.106,0.689,0.13,0.902,0.431,0.947,0.991,0.101,0.775,0.311,0.133,0.809,0.892,0.823,0.362,0.012,0.481,0.909,0.638,0.539,0.753,0.043,0.216
1.0,0.788,0.926,0.991,0.226,0.067,0.926,0.546,0.151,0.193,0.384,0.798,0.128,0.121,0.401,0.716,0.1,0.815,0.916,0.963,0.048,0.101,0.184,0.691,0.171,0.474,0.611,0.042,0.801,0.07,0.261,0.59,0.26,0.59,0.544,0.881,0.635,0.027,0.903,0.96,0.001
0.0,0.188,0.041,0.659,0.241,0.976,0.014,0.477,0.312,0.489,0.179,0.275,0.001,0.574,0.435,0.371,0.024,0.55,0.301,0.458,0.06,0.117,0.705,0.411,0.369,0.726,0.354,0.492,0.446,0.52,0.41,0.695,0.022,0.712,0.048,0.32,0.862,0.286,0.297,0.427,0.298
1.0,0.629,0.003,0.986,0.741,0.467,0.226,0.627,0.103,0.509,0.691,0.106,0.152,0.812,0.995,0.323,0.029,0.236,0.997,0.525,0.896,0.26,0.795,0.644,0.505,0.634,0.001,0.846,0.222,0.156,0.778,0.218,0.12,0.181,0.013,0.979,0.882,0.224,0.451,0.574,0.514
0.0,0.331,0.734,0.231,0.732,0.878,0.302,0.535,0.575,0.187,0.287,0.716,0.395,0.178,0.807,0.083,0.599,0.034,0.876,0.976,0.518,0.2,0.131,0.743,0.781,0.837,0.103,0.801,0.018,0.38,0.963,0.1,0.565,0.046,0.205,0.202,0.076,0.588,0.467,0.238,0.407
0.0,0.729,0.571,0.205,0.237,0.758,0.216,0.39,0.886,0.335,0.352,0.193,0.918,0.559,0.891,0.868,0.576,0.546,0.042,0.892,0.091,0.418,0.327,0.739,0.354,0.172,0.23,0.514,0.078,0.721,0.181,0.429,0.065,0.977,0.905,0.32,0.023,0.306,0.672,0.283,0.006
0.0,0.99,0.43,0.91,0.496,0.233,0.426,0.567,0.558,0.657,0.536,0.537,0.825,0.936,0.863,0.095,0.883,0.349,0.031,0.775,0.039,0.244,0.009,0.808,0.651,0.79,0.028,0.21,0.04,0.753,0.313,0.042,0.074,0.381,0.256,0.919,0.234,0.927,0.528,0.134,0.442
1.0,0.288,0.746,0.461,0.791,0.107,0.858,0.274,0.995,0.762,0.941,0.412,0.105,0.02,0.072,0.847,0.552,0.272,0.778,0.269,0.038,0.851,0.243,0.104,0.71,0.518,0.852,0.747,0.457,0.709,0.592,0.671,0.409,0.6,0.898,0.086,0.798,0.403,0.048,0.926,0.228
0.0,0.936,0.379,0.116,0.289,0.605,0.667,0.783,0.123,0.604,0.003,0.009,0.848,0.075,0.776,0.901,0.06,0.942,0.646,0.738,0.25,0.419,0.706,0.603,0.153,0.666,0.727,0.67,0.912,0.562,0.895,0.812,0.928,0.959,0.984,0.181,0.841,0.122,0.587,0.549,0.139
1.0,0.697,0.039,0.322,0.18,0.809,0.507,0.843,0.521,0.447,0.301,0.942,0.761,0.777,0.495,0.198,0.004,0.133,0.114,0.469,0.494,0.957,0.668,0.355,0.42,0.406,0.205,0.84,0.876,0.308,0.405,0.991,0.709,0.758,0.672,0.815,0.59,0.4,0.09,0.467,0.835
0.0,0.069,0.92,0.403,0.308,0.129,0.698,0.029,0.869,0.885,0.529,0.294,0.961,0.388,0.904,0.755,0.071,0.416,0.597,0.936,0.979,0.161,0.074,0.288,0.668,0.45,0.779,0.863,0.442,0.746,0.179,0.636,0.923,0.653,0.877,0.295,0.021,0.889,0.882,0.51,0.415
1.0,0.448,0.693,0.684,0.711,0.855,0.691,0.556,0.05,0.123,0.71,0.096,0.003,0.647,0.135,0.999,0.542,0.383,0.337,0.723,0.196,0.346,0.094,0.506,0.094,0.969,0.647,0.317,0.011,0.574,0.382,0.254,0.148,0.559,0.176,0.065,0.483,0.868,0.432,0.717,0.334
1.0,0.435,0.215,0.268,0.264,0.138,0.739,0.099,0.715,0.24,0.151,0.346,0.633,0.442,0.249,0.689,0.418,0.455,0.883,0.762,0.848,0.795,0.934,0.532,0.558,0.263,0.237,0.818,0.07,0.442,0.296,0.215,0.108,0.112,0.122,0.153,0.237,0.6,0.642,0.325,0.547
1.0,0.067,0.223,0.276,0.637,0.386,0.648,0.019,0.229,0.336,0.507,0.062,0.313,0.815,0.273,0.965,0.581,0.395,0.226,0.71,0.392,0.858,0.718,0.417,0.823,0.61,0.722,0.52,0.359,0.288,0.832,0.942,0.97,0.751,0.693,0.611,0.949,0.168,0.919,0.895,0.809
0.0,0.131,0.987,0.329,0.966,0.737,0.082,0.511,0.379,0.882,0.465,0.786,0.997,0.287,0.706,0.148,0.993,0.841,0.264,0.356,0.664,0.097,0.72,0.972,0.484,0.643,0.204,0.828,0.742,0.825,0.76,0.742,0.413,0.85,0.729,0.316,0.356,0.864,0.173,0.164,0.153
0.0,0.38,0.46,0.047,0.725,0.392,0.774,0.365,0.721,0.758,0.493,0.987,0.702,0.116,0.485,0.337,0.12,0.124,0.764,0.687,0.316,0.216,0.706,0.954,0.896,0.481,0.956,0.787,0.947,0.267,0.411,0.509,0.628,0.891,0.649,0.264,0.989,0.876,0.908,0.373,0.991
1.0,0.23,0.795,0.93,0.601,0.828,0.734,0.907,0.302,0.175,0.738,0.331,0.492,0.971,0.268,0.079,0.325,0.436,0.376,0.514,0.673,0.139,0.925,0.285,0.43,0.827,0.918,0.504,0.7,0.281,0.189,0.509,0.741,0.179,0.955,0.138,0.934,0.231,0.323,0.097,0.324
0.0,0.343,0.918,0.012,0.238,0.513,0.38,0.766,0.31,0.767,0.362,0.837,0.856,0.364,0.765,0.36,0.955,0.609,0.954,0.521,0.647,0.907,0.797,0.152,0.627,0.226,0.197,0.238,0.04,0.364,0.833,0.183,0.034,0.351,0.864,0.277,0.901,0.057,0.978,0.775,0.743
1.0,0.965,0.509,0.952,0.676,0.717,0.681,0.082,0.262,0.739,0.613,0.328,0.963,0.872,0.976,0.382,0.978,0.139,0.042,0.423,0.7,0.981,0.666,0.189,0.094,0.911,0.838,0.636,0.679,0.997,0.281,0.038,0.764,0.224,0.516,0.209,0.458,0.951,0.471,0.213,0.879
0.0,0.476,0.303,0.27,0.894,0.991,0.069,0.324,0.977,0.386,0.393,0.929,0.77,0.641,0.143,0.822,0.405,0.621,0.607,0.756,0.76,0.098,0.698,0.071,0.366,0.262,0.004,0.521,0.197,0.563,0.303,0.555,0.195,0.586,0.695,0.616,0.493,0.941,0.491,0.297,0.146
1.0,0.098,0.946,0.263,0.505,0.664,0.019,0.892,0.862,0.427,0.411,0.385,0.528,0.982,0.061,0.343,0.962,0.092,0.626,0.843,0.744,0.235,0.072,0.297,0.262,0.815,0.891,0.534,0.483,0.1,0.908,0.799,0.877,0.343,0.656,0.235,0.841,0.161,0.994,0.036,0.654
0.0,0.861,0.58,0.529,0.829,0.322,0.166,0.608,0.684,0.759,0.952,0.714,0.947,0.441,0.553,0.55,0.624,0.284,0.24,0.787,0.74,0.687,0.18,0.827,0.645,0.019,0.546,0.534,0.685,0.419,0.555,0.484,0.25,0.499,0.307,0.198,0.409,0.23,0.171,0.467,0.338
0.0,0.706,0.303,0.596,0.375,0.579,0.211,0.409,0.315,0.436,0.824,0.739,0.938,0.043,0.329,0.775,0.496,0.327,0.956,0.819,0.893,0.562,0.757,0.376,0.029,0.893,0.657,0.995,0.932,0.411,0.307,0.969,0.906,0.704,0.835,0.156,0.83,0.948,0.257,0.469,0.576
0.0,0.17,0.482,0.299,0.238,0.801,0.371,0.391,0.245,0.777,0.698,0.8,0.826,0.486,0.536,0.318,0.579,0.619,0.405,0.136,0.78,0.629,0.419,0.305,0.208,0.721,0.697,0.737,0.849,0.721,0.175,0.44,0.764,0.874,0.879,0.084,0.836,0.484,0.443,0.579,0.183
1.0,0.123,0.825,0.839,0.839,0.481,0.61,0.484,0.595,0.828,0.456,0.786,0.035,0.669,0.885,0.459,0.503,0.924,0.7,0.04,0.118,0.923,0.581,0.625,0.319,0.857,0.907,0.765,0.4,0.351,0.5,0.546,0.997,0.132,0.705,0.594,0.217,0.84,0.884,0.066,0.716
0.0,0.248,0.041,0.554,0.683,0.982,0.92,0.718,0.708,0.995,0.973,0.948,0.317,0.959,0.615,0.727,0.631,0.546,0.414,0.865,0.178,0.909,0.551,0.952,0.412,0.466,0.9,0.309,0.127,0.785,0.248,0.074,0.539,0.917,0.927,0.61,0.989,0.476,0.444,0.606,0.431
1.0,0.56,0.963,0.594,0.891,0.316,0.689,0.194,0.444,0.056,0.426,0.318,0.731,0.721,0.347,0.12,0.176,0.644,0.82,0.318,0.643,0.105,0.836,0.319,0.514,0.504,0.368,0.868,0.936,0.895,0.229,0.057,0.776,0.55,0.914,0.769,0.598,0.793,0.587,0.528,0.501
0.0,0.829,0.679,0.43,0.371,0.853,0.545,0.133,0.917,0.252,0.174,0.007,0.037,0.855,0.09,0.639,0.844,0.904,0.616,0.514,0.333,0.669,0.521,0.762,0.878,0.869,0.112,0.158,0.295,0.87,0.86,0.332,0.769,0.688,0.318,0.231,0.426,0.412,0.126,0.028,0.743
1.0,0.63,0.911,0.94,0.943,0.974,0.492,0.143,0.848,0.075,0.274,0.059,0.052,0.581,0.232,0.915,0.071,0.035,0.993,0.126,0.134,0.176,0.422,0.525,0.7,0.122,0.762,0.073,0.258,0.742,0.858,0.549,0.027,0.734,0.98,0.769,0.34,0.532,0.61,0.244,0.148
0.0,0.701,0.431,0.588,0.847,0.831,0.472,0.029,0.321,0.896,0.678,0.071,0.787,0.509,0.728,0.404,0.499,0.052,0.849,0.382,0.662,0.386,0.743,0.938,0.201,0.712,0.315,0.844,0.709,0.08,0.994,0.951,0.01,0.285,0.455,0.403,0.304,0.14,0.033,0.425,0.722
1.0,0.363,0.345,0.023,0.761,0.124,0.144,0.603,0.002,0.331,0.565,0.415,0.37,0.482,0.153,0.347,0.258,0.723,0.902,0.625,0.06,0.935,0.034,0.219,0.711,0.614,0.181,0.669,0.779,0.878,0.793,0.075,0.56,0.83,0.539,0.1,0.23,0.631,0.059,0.213,0.029
1.0,0.892,0.732,0.692,0.433,0.169,0.987,0.062,0.618,0.772,0.164,0.646,0.348,0.634,0.713,0.456,0.191,0.505,0.459,0.453,0.795,0.034,0.85,0.377,0.89,0.693,0.504,0.863,0.534,0.485,0.63,0.12,0.364,0.163,0.027,0.705,0.453,0.977,0.639,0.949,0.547
1.0,0.619,0.222,0.313,0.299,0.7,0.559,0.926,0.795,0.046,0.737,0.487,0.069,0.609,0.45,0.25,0.333,0.653,0.217,0.606,0.529,0.683,0.704,0.084,0.8,0.563,0.833,0.632,0.497,0.854,0.761,0.432,0.909,0.814,0.082,0.212,0.72,0.909,0.372,0.155,0.077
1.0,0.503,0.504,0.82,0.492,0.763,0.139,0.636,0.705,0.448,0.266,0.207,0.71,0.891,0.9,0.625,0.076,0.905,0.311,0.03,0.275,0.278,0.017,0.547,0.681,0.109,0.263,0.012,0.139,0.594,0.179,0.458,0.741,0.962,0.462,0.663,0.102,0.733,0.986,0.383,0.911
1.0,0.364,0.603,0.303,0.118,0.0,0.136,0.583,0.581,0.585,0.591,0.765,0.138,0.575,0.633,0.95,0.546,0.973,0.228,0.848,0.716,0.252,0.459,0.57,0.691,0.525,0.744,0.734,0.007,0.263,0.914,0.587,0.518,0.821,0.714,0.606,0.978,0.962,0.637,0.752,0.524
1.0,0.712,0.34,0.99,0.523,0.432,0.469,0.39,0.975,0.021,0.95,0.163,0.523,0.19,0.104,0.982,0.71,0.787,0.632,0.978,0.175,0.03,0.916,0.713,0.27,0.707,0.172,0.586,0.161,0.415,0.789,0.417,0.974,0.618,0.493,0.533,0.682,0.899,0.553,0.14,0.87
0.0,0.34,0.013,0.884,0.102,0.593,0.707,0.858,0.068,0.943,0.257,0.582,0.204,0.93,0.069,0.204,0.467,0.427,0.495,0.918,0.148,0.948,0.973,0.813,0.478,0.868,0.293,0.949,0.312,0.184,0.729,0.216,0.931,0.774,0.024,0.551,0.986,0.78,0.827,0.621,0.974
1.0,0.153,0.815,0.061,0.304,0.189,0.347,0.418,0.163,0.489,0.732,0.791,0.135,0.61,0.712,0.918,0.278,0.931,0.603,0.16,0.551,0.634,0.572,0.184,0.587,0.007,0.674,0.865,0.762,0.099,0.926,0.814,0.71,0.988,0.082,0.727,0.026,0.992,0.51,0.884,0.565
0.0,0.944,0.41,0.927,0.097,0.55,0.259,0.098,0.972,0.031,0.042,0.13,0.074,0.178,0.999,0.093,0.88,0.371,0.68,0.051,0.878,0.372,0.965,0.911,0.887,0.305,0.249,0.263,0.935,0.138,0.7,0.145,0.584,0.64,0.097,0.506,0.79,0.593,0.05,0.546,0.911
1.0,0.909,0.216,0.509,0.056,0.565,0.993,0.684,0.416,0.831,0.626,0.469,0.228,0.703,0.463,0.037,0.583,0.531,0.502,0.137,0.201,0.974,0.294,0.457,0.302,0.767,0.087,0.237,0.984,0.627,0.765,0.744,0.349,0.554,0.853,0.299,0.483,0.907,0.818,0.87,0.621
0.0,0.36,0.936,0.263,0.092,0.375,0.482,0.01,0.6,0.316,0.541,0.285,0.425,0.915,0.742,0.519,0.275,0.438,0.242,0.85,0.703,0.901,0.091,0.819,0.786,0.728,0.275,0.523,0.801,0.8,0.179,0.499,0.102,0.544,0.183,0.651,0.787,0.114,0.531,0.701,0.336
1.0,0.573,0.211,0.77,0.232,0.944,0.35,0.215,0.19,0.736,0.247,0.288,0.475,0.348,0.491,0.721,0.498,0.79,0.646,0.906,0.705,0.639,0.921,0.852,0.812,0.129,0.968,0.069,0.124,0.643,0.602,0.617,0.219,0.38,0.328,0.293,0.226,0.783,0.593,0.713,0.787
0.0,0.507,0.994,0.99,0.207,0.706,0.86,0.189,0.21,0.107,0.584,0.839,0.952,0.089,0.742,0.723,0.727,0.49,0.951,0.824,0.225,0.136,0.613,0.108,0.329,0.872,0.638,0.969,0.226,0.344,0.542,0.301,0.227,0.513,0.416,0.182,0.581,0.358,0.756,0.159,0.643
0.0,0.392,0.2,0.983,0.178,0.912,0.232,0.467,0.102,0.112,0.822,0.557,0.559,0.366,0.133,0.522,0.071,0.259,0.376,0.978,0.909,0.208,0.833,0.217,0.738,0.217,0.656,0.389,0.961,0.441,0.593,0.788,0.458,0.857,0.17,0.519,0.394,0.695,0.483,0.361,0.148
1.0,0.404,0.704,0.214,0.373,0.044,0.067,0.192,0.137,0.918,0.936,0.107,0.442,0.27,0.168,0.974,0.614,0.029,0.995,0.098,0.6,0.388,0.358,0.347,0.789,0.671,0.047,0.744,0.992,0.553,0.555,0.076,0.235,0.994,0.242,0.23,0.504,0.226,0.913,0.121,0.246
1.0,0.61,0.084,0.127,0.79,0.348,0.918,0.969,0.481,0.478,0.011,0.869,0.29,0.424,0.515,0.73,0.926,0.497,0.164,0.78,0.381,0.14,0.885,0.301,0.762,0.302,0.204,0.975,0.036,0.34,0.974,0.301,0.157,0.883,0.908,0.635,0.784,0.861,0.557,0.194,0.059
0.0,0.254,0.983,0.161,0.382,0.9,0.17,0.002,0.931,0.667,0.533,0.314,0.877,0.908,0.391,0.264,0.276,0.017,0.984,0.625,0.632,0.107,0.159,0.647,0.027,0.76,0.003,0.483,0.142,0.095,0.214,0.515,0.424,0.08,0.456,0.534,0.435,0.291,0.256,0.063,0.795
